gender,eng,count,pr_fa,abjad,pr_en,origin,civil_registration_approved
دختر,altingalin,,آلتین گلین,601,altingalin,ترکی,نامشخص
دختر,aland,,آلند,85,aland,کردی,نامشخص
دختر,alanda,,آلندا,86,alanda,کردی,نامشخص
دختر,alogoneh,,آلوگونه,118,alogone,فارسی,نامشخص
دختر,alish,,آلیش,341,alish,ترکی,نامشخص
دختر,amatis,,آماتیس,512,amatis,یونانی,نامشخص
دختر,amandana,,آماندانا,148,amandana,ترکی,نامشخص
دختر,amitris,,آمیتریس,721,amitris,"پهلوی , اوستایی",نامشخص
دختر,ano,,آنو,57,ano,فارسی,نامشخص
دختر,avadan,,آوادان,63,avadan,ترکی,نامشخص
دختر,avadis,,آوادیس,82,avadis,فارسی,نامشخص
دختر,avrin,,آورین,267,avrin,"ترکی , کردی",نامشخص
دختر,avang,,آونگ,77,avang,فارسی,نامشخص
دختر,ahid,,آهید,20,ahid,فارسی,نامشخص
دختر,ay pari,,آی پری,223,ay pari,"ترکی , فارسی",نامشخص
دختر,aydek,,آیدک,35,ay dek,ترکی,نامشخص
پسر,artariya,,آرتاریا,813,artariya,فارسی,نامشخص
پسر,adsay,,آدسای,76,adsay,ترکی,نامشخص
پسر,aroz,,آروز,214,aroz,فارسی,نامشخص
پسر,arsaman,,آرسامن,352,arsaman,فارسی,نامشخص
پسر,agas,,آگاس,82,agas,فارسی,نامشخص
پسر,akhsham,,آخشام,942,akhsham,ترکی,نامشخص
پسر,arkha,,آرخا,802,arkha,ترکی,نامشخص
پسر,ayash,,آیاش,312,ayash,ترکی,نامشخص
پسر,aykal,,آیکال,62,aykal,ترکی,نامشخص
دختر,aylan,,آیلان,92,aylan,ترکی,نامشخص
دختر,atash,101,آتش,701,ātaš,فارسی,تایید شده
دختر,atashe,101,آتشه,706,ātaše,"فارسی , عربی",تایید شده
دختر,adish,101,آديش,315,ādiš,فارسی,تایید شده
دختر,adisha,101,آديشا,316,ādišā,فارسی,تایید شده
دختر,adine,1297,آدينه,70,ādine,فارسی,تایید شده
دختر,azar chehr,101,آذرچهر,1106,āčehr,فارسی,تایید شده
دختر,azarakhsh,160,آذرخش,1801,āzaraxš,فارسی,تایید شده
دختر,azar dokht,3333,آذردخت,1905,ādoxt,فارسی,تایید شده
دختر,azar sa,101,آذرسا,962,āsā,فارسی,تایید شده
دختر,azar shab,101,آذرشب,1203,āšab,فارسی,تایید شده
دختر,azar forug,101,آذرفروغ,2187,āforug,فارسی,تایید شده
دختر,azarak,101,آذرک,921,āzarak,فارسی,تایید شده
دختر,azar gol,101,آذرگل,951,āgol,فارسی,تایید شده
دختر,azar gun,101,آذرگون,977,āgun,فارسی,تایید شده
دختر,azar mah,101,آذرمه,946,āmah,فارسی,تایید شده
دختر,azar mina,101,آذرمينا,1002,āminā,فارسی,تایید شده
دختر,azarang,101,آذرنگ,971,āzarang,فارسی,تایید شده
دختر,azar nush,414,آذرنوش,1257,ānuš,فارسی,تایید شده
دختر,azar yas,101,آذرياس,972,āyās,فارسی,تایید شده
دختر,azarin,101,آذرين,961,āzarin,فارسی,تایید شده
دختر,azar dokht,113,آذين دخت,1765,ādoxt,فارسی,تایید شده
دختر,ara dokht,101,آرادخت,1206,ārā doxt,فارسی,تایید شده
دختر,araste,4939,آراسته,667,ārāste,"فارسی , پهلوی",تایید شده
دختر,aram chehr,101,آرامچهر,447,āčehr,فارسی,تایید شده
دختر,aram dokht,107,آرامدخت,1246,ādoxt,فارسی,تایید شده
دختر,arame,248,آرامه,247,ārāme,"فارسی , عربی",تایید شده
دختر,araye,101,آرایه,217,ārāye,فارسی,تایید شده
دختر,arta dokht,252,آرتادخت,1606,ādoxt,فارسی,تایید شده
دختر,artamis,101,آرتامیس,712,ārtāmis,یونانی,تایید شده
دختر,artine,101,آرتينه,666,ārtine,فارسی,تایید شده
دختر,armanada,101,آرماندا,297,ārmānādā,ترکی,تایید شده
دختر,armandis,101,آرمانديس,366,ārmandis,ترکی,تایید شده
دختر,armati,101,آرمتی,651,ārmati,اوستایی,تایید شده
پسر,abar,,آبار,204,abar,ترکی,نامشخص
دختر,abshar,,آبشار,504,abshar,فارسی,نامشخص
دختر,apadana,,آپادانا,60,apadana,فارسی,نامشخص
پسر,atasay,,آتاسای,473,atasay,ترکی,نامشخص
پسر,atars,,آترس,661,atars,فارسی,نامشخص
پسر,atrovan,,آتروان,658,atrovan,فارسی,نامشخص
پسر,atropat,,آتروپات,1010,atropat,"پهلوی , اوستایی",نامشخص
دختر,atsa,,آتسا,462,atsa,فارسی,نامشخص
دختر,ateneh,,آتنه,456,atene,فرانسوی,نامشخص
دختر,atis,,آتیس,471,atis,فارسی,نامشخص
دختر,atisa,,آتیسا,472,atisa,فارسی,نامشخص
پسر,adak,,آداک,26,adak,ترکی,نامشخص
دختر,adara,,آدرا,206,adara,فارسی,نامشخص
پسر,adriya,,آدریا,216,adriya,لاتین,نامشخص
دختر,adnis,,آدنیس,125,adnis,فارسی,نامشخص
دختر,aydang,,آیدنگ,85,ay dang,ترکی,نامشخص
دختر,aysha,,آیشا,312,aysha,"ترکی , فارسی",نامشخص
دختر,aylma,,آیلما,82,aylma,ترکی,نامشخص
دختر,ayyd,,آیید,25,ayyd,فارسی,نامشخص
دختر,ayizh,,آییژ,21,ayizh,فارسی,نامشخص
,,,,,,,
دختر,azar bu,,آذربو,909,āzar bu,فارسی,نامشخص
پسر,anlar,,آنلار,282,anlar,ترکی,نامشخص
پسر,anik,,آنیک,81,anik,ترکی,نامشخص
پسر,atalan,,آتالان,483,atalan,ترکی,نامشخص
پسر,aslan,,آسلان,142,aslan,ترکی,نامشخص
پسر,alpar,,آلپار,234,alpar,ترکی,نامشخص
دختر,ayral,,آیرال,242,ayral,ترکی,نامشخص
دختر,abizh,,آبیژ,13,abizh,فارسی,نامشخص
پسر,arinod,,آرینود,271,arinod,فارسی,نامشخص
پسر,azho,,آژو,7,azho,کردی,نامشخص
پسر,altay,,آلتای,442,altay,ترکی,نامشخص
پسر,arsa,,آرسا,262,arsa,کردی,نامشخص
دختر,apranik,,آپرانیک,284,apranik,فارسی,نامشخص
دختر,iris,,آیریس,281,iris,فارسی,نامشخص
پسر,avishar,,آویشار,518,avishar,فارسی,نامشخص
دختر,armiti,132,آرميتی,661,ārmiti,اوستایی,تایید شده
دختر,armineh,1210,آرمينه,306,ārmine,فارسی,تایید شده
دختر,arna,183,آرنا,252,ārnā,ترکی,تایید شده
دختر,ariya chehr,101,آرياچهر,417,āčehr,فارسی,تایید شده
دختر,ariya dokht,101,آريادخت,1216,ādoxt,فارسی,تایید شده
دختر,ariyane,183,آريانه,267,āriyāne,فارسی,تایید شده
دختر,azad chehr,101,آزادچهر,218,āčehr,پهلوی,تایید شده
دختر,azad dokht,101,آزاددخت,1017,ādoxt,فارسی,تایید شده
دختر,azarm,127,آزرم,248,āzarm,اوستایی,تایید شده
دختر,azarm chehr,101,آزرم چهر,453,āčehr,فارسی,تایید شده
دختر,azarm dokht,101,آزرم دخت,1252,ādoxt,فارسی,تایید شده
دختر,azarmi dokht,101,آزرميدخت,1262,āzarmi doxt,"پهلوی , اوستایی",تایید شده
دختر,azarmin,101,آزرمين,308,āzarmin,فارسی,تایید شده
دختر,azita,27924,آزیتا,419,āzitā,فارسی,تایید شده
دختر,asa dokht,101,آسادخت,1066,āsā doxt,فارسی,تایید شده
دختر,asayesh,101,آسايش,372,āsāyeš,فارسی,تایید شده
دختر,asmane,101,آسمانه,157,āsemāne,فارسی,تایید شده
دختر,asmin,303,آسمین,161,āsmin,کردی,تایید شده
دختر,asudeh,331,آسوده,76,āsude,فارسی,تایید شده
پسر,ador,,آدور,211,ador,فارسی,نامشخص
پسر,adora,,آدورا,212,adora,فارسی,نامشخص
دختر,adonis,,آدونیس,131,adonis,فارسی,نامشخص
دختر,adiya,,آدیا,16,adiya,فارسی,نامشخص
دختر,azarbanu,,آذربانو,960,azarbanu,فارسی,نامشخص
دختر,azarmidokht,,آذرمیدخت,1955,azarmidokht,فارسی,نامشخص
دختر,arashid,,آراشید,516,arashid,فرانسوی,نامشخص
دختر,aragol,,آراگل,252,aragol,فارسی,نامشخص
دختر,aramis,,آرامیس,312,aramis,یونانی,نامشخص
پسر,artaban,,آرتابان,655,ārtābān,فارسی,نامشخص
دختر,artana,,آرتانا,653,artana,فارسی,نامشخص
پسر,artvan,,آرتوان,658,artvan,فارسی,نامشخص
پسر,artor,,آرتور,807,artor,فارسی,نامشخص
پسر,artosh,,آرتوش,907,artosh,ارمنی,نامشخص
دختر,artiston,,آرتیستون,1127,artiston,فارسی,نامشخص
دختر,ardisiya,,آردیسیا,286,ardisiya,فارسی,نامشخص
پسر,arzhan,,آرژان,252,arzhan,فرانسوی,نامشخص
دختر,arso,,آرسو,267,arso,گیلکی,نامشخص
پسر,arsis,,آرسیس,331,arsis,فارسی,نامشخص
پسر,airiya,,آئیریا,232,airiya,"پهلوی , اوستایی",نامشخص
پسر,abad,,آباد,8,abad,فارسی,نامشخص
پسر,abadis,,آبادیس,78,abadis,فارسی,نامشخص
پسر,abaris,,آباریس,274,abaris,فارسی,نامشخص
پسر,abagha,,آباقا,105,abagha,"ترکی , فارسی",نامشخص
پسر,abagran,,آباگران,275,aba gran,فارسی,نامشخص
پسر,abandan,,آباندان,109,abandan,فارسی,نامشخص
پسر,abed,,آبد,7,abed,عربی,نامشخص
پسر,abdast,,آبدست,467,abdast,فارسی,نامشخص
پسر,abdin,,آبدین,67,abdin,عربی,نامشخص
پسر,abram,,آبرام,244,abram,عبری,نامشخص
پسر,abraham,,آبراهام,250,abraham,عبری,نامشخص
پسر,aberli,,آبرلی,243,aberli,"ترکی , فارسی",نامشخص
پسر,abesta,,آبستا,464,abesta,فارسی,نامشخص
پسر,abesh,,آبش,303,abesh,"فارسی , عربی",نامشخص
پسر,ablatka,,آبلاتکا,455,ablatka,"فارسی , پهلوی , اوستایی",نامشخص
پسر,apada,,آپادا,9,apada,سانسکریت,نامشخص
پسر,apadash,,آپاداش,309,apadash,سانسکریت,نامشخص
پسر,apasay,,آپاسای,75,apasay,فارسی,نامشخص
پسر,apnita,,آپنیتا,464,apnita,سانسکریت,نامشخص
پسر,atabay,,آتابای,415,atabay,ترکی,نامشخص
پسر,atabik,,آتابیک,434,atabik,ترکی,نامشخص
پسر,atabig,,آتابیگ,434,atabig,ترکی,نامشخص
پسر,atraban,,آترابان,655,atraban,"پهلوی , اوستایی",نامشخص
پسر,atorban,,آتربان,654,atorban,"پهلوی , اوستایی",نامشخص
پسر,aryo mehr,,آریومهر,462,aryo mehr,فارسی,نامشخص
دختر,aydel,,آیدل,45,aydel,"ترکی , فارسی",نامشخص
دختر,anadel,,آنادل,86,ana del,ترکی,نامشخص
دختر,anabita,,آنابیتا,465,anabita,"ترکی , فارسی",نامشخص
دختر,ani,,آنی,61,ani,ترکی,نامشخص
پسر,artash,,آرتاش,902,artash,ترکی,نامشخص
دختر,asiya,719,آسيا,72,āsiyā,یونانی,تایید شده
دختر,ashti,607,آشتي,711,āšti,فارسی,تایید شده
دختر,ashna,124,آشنا,352,āšenā,فارسی,تایید شده
دختر,asefeh,2226,آصفه,176,āsefe,"فارسی , عربی",تایید شده
دختر,afaq,7186,آفاق,182,āfāq,عربی,تایید شده
دختر,aftab,9461,آفتاب,484,āftāb,فارسی,تایید شده
دختر,afrang,101,آفرنگ,351,āfrang,فارسی,تایید شده
دختر,afaride,690,آفريده,300,āfaride,فارسی,تایید شده
دختر,afshid,101,آفشيد,395,āfšid,فارسی,تایید شده
دختر,alaleh,1315,آلاله,67,ālāle,فارسی,تایید شده
دختر,altenay,101,آلتنای,492,āltenāy,ترکی,تایید شده
دختر,altinay,357,آلتین آی,502,āltināy,ترکی,تایید شده
دختر,altin,164,آلتين,491,āltin,ترکی,تایید شده
دختر,almaz,101,آلماز,79,ālmāz,ترکی,تایید شده
دختر,alishan,101,آلیشان,392,ālišān,ترکی,تایید شده
دختر,armana,,آرمانا,293,armana,فارسی,نامشخص
پسر,armand,,آرماند,296,armand,لاتین,نامشخص
دختر,armitazh,,آرمیتاژ,652,armitazh,فارسی,نامشخص
دختر,armi dokht,,آرمیدخت,1255,armi dokht,فارسی,نامشخص
دختر,armila,,آرمیلا,282,armila,فارسی,نامشخص
پسر,aryarman,,آریارمن,502,aryarman,فارسی,نامشخص
پسر,aryaramnah,,آریارمنه,507,aryaramnah,فارسی,نامشخص
پسر,aryafar,,آریافر,492,aryafar,فارسی,نامشخص
پسر,aritma,,آریتما,652,aritma,کردی,نامشخص
پسر,arim,,آریم,251,arim,ترکی,نامشخص
پسر,azat,,آزات,409,azat,فارسی,نامشخص
پسر,atardin,,آتردین,665,atardin,فارسی,نامشخص
پسر,atron,,آترون,657,atron,فارسی,نامشخص
پسر,atrineh,,آترینه,666,atrine,فارسی,نامشخص
پسر,atsez,,آتسز,468,atsez,ترکی,نامشخص
پسر,atashzad,,آتشزاد,713,atash zad,فارسی,نامشخص
پسر,atli,,آتلی,441,atli,ترکی,نامشخص
پسر,atorpat,,آتورپات,1010,atorpat,"پهلوی , اوستایی",نامشخص
پسر,atiti,,آتیتی,821,atiti,سانسکریت,نامشخص
پسر,asuyeh,,آثویه,522,asuye,فارسی,نامشخص
پسر,ajir,,آجیر,214,ajir,فارسی,نامشخص
پسر,achim,,آچیم,51,achim,عبری,نامشخص
پسر,akhash,,آخش,901,akhash,فارسی,نامشخص
پسر,adad,,آداد,10,adad,فارسی,نامشخص
پسر,adarayl,,آدارایل,247,adarayl,فارسی,نامشخص
پسر,adash,,آداش,306,adash,ترکی,نامشخص
پسر,adan,,آدان,56,adan,کردی,نامشخص
پسر,adakh,,آدخ,605,adakh,فارسی,نامشخص
پسر,adriyanus,,آدریانوس,332,adriyanus,یونانی,نامشخص
پسر,adam,,آدم,45,ādam,عبری,نامشخص
پسر,adhava,,آدهاوا,18,adhava,سانسکریت,نامشخص
پسر,adi,,آدی,15,adi,عربی,نامشخص
پسر,adigozal,,آدیگوزل,78,adigozal,ترکی,نامشخص
پسر,azarughla,,آذراوغلی,1948,azarughla,"ترکی , فارسی",نامشخص
پسر,azar aeen,,آذرآیین,972,azar aeen,فارسی,نامشخص
پسر,azar baba,,آذربابا,907,azar baba,فارسی,نامشخص
پسر,azarban,,آذربان,954,azarban,فارسی,نامشخص
پسر,armehr,,آرمهر,446,armehr,فارسی,نامشخص
دختر,alar,,آلار,232,alar,ترکی,نامشخص
پسر,abanuz,,آبانوز,67,abanuz,ترکی,نامشخص
پسر,athan,,آتحان,460,athan,ترکی,نامشخص
پسر,atun,,آتون,457,atun,ترکی,نامشخص
پسر,atigh,,آتیق,511,atigh,ترکی,نامشخص
پسر,ajar,,آجار,205,ajar,ترکی,نامشخص
پسر,ajarman,,آجارمان,296,ajarman,ترکی,نامشخص
پسر,ajlan,,آجلان,85,ajlan,ترکی,نامشخص
پسر,adagh,,آداق,106,adagh,ترکی,نامشخص
پسر,adal,,آدال,36,adal,ترکی,نامشخص
پسر,artum,,آرتوم,647,artum,ترکی,نامشخص
پسر,artun,,آرتون,657,artun,ترکی,نامشخص
پسر,arghon,,آرقون,357,arghon,ترکی,نامشخص
پسر,asal,,آسال,92,asal,ترکی,نامشخص
پسر,ashar,,آشار,502,ashar,ترکی,نامشخص
پسر,asham,,آشام,342,asham,ترکی,نامشخص
پسر,aptin,101,آپتين,463,āptin,فارسی,تایید شده
پسر,atridad,101,آتريداد,620,ātridād,اوستایی,تایید شده
پسر,atur,192,آتور,607,ātur,پهلوی,تایید شده
پسر,adin,126,آدین,65,ādin,فارسی,تایید شده
دختر,amesterida,101,آمستريدا,716,āmesteridā,فارسی,تایید شده
دختر,amesteris,101,آمستريس,771,āmesteris,فارسی,تایید شده
دختر,amana,101,آمنا,92,āmanā,عربی,تایید شده
دختر,amene,225154,آمنه,96,āmene,عربی,تایید شده
دختر,anata,101,آناتا,453,ānātā,"ترکی , فارسی",تایید شده
دختر,ana tay,101,آناتای,463,ānā tāy,ترکی,تایید شده
دختر,anahit,287,آناهيت,467,ānāhit,اوستایی,تایید شده
دختر,azaleh,,آزاله,44,azale,فرانسوی,نامشخص
